_id,Year,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
11077,2018,S12000049,"",0-44 years,"",All,d,Heart Attack,,c,,c,0.9804756046216326
11078,2018,S12000049,"",45-64 years,"",All,d,Heart Attack,,c,,c,43.526906915146014
11079,2018,S12000049,"",65-74 years,"",All,d,Heart Attack,,c,,c,248.82090922113605
11080,2018,S12000049,"",75plus years,"",All,d,Heart Attack,,c,,c,645.1761153912989
11081,2018,S12000049,"",under75 years,"",All,d,Heart Attack,,c,,c,41.96734354640512
11082,2018,S12000049,"",All,d,All,d,Heart Attack,403,"",64.3348605545888,"",96.25613301244556
11083,2018,S12000050,"",0-44 years,"",All,d,Heart Attack,,c,,c,3.0160700798176876
11084,2018,S12000050,"",45-64 years,"",All,d,Heart Attack,,c,,c,43.4547704307694
11085,2018,S12000050,"",65-74 years,"",All,d,Heart Attack,,c,,c,153.00648934859086
11086,2018,S12000050,"",75plus years,"",All,d,Heart Attack,,c,,c,655.8511381114321
11087,2018,S12000050,"",under75 years,"",All,d,Heart Attack,,c,,c,32.098761965777456
11088,2018,S12000050,"",All,d,All,d,Heart Attack,246,"",72.3146569463225,"",88.23647581888638
11089,2019,S92000003,d,0-44 years,"",All,d,Heart Attack,21,"",0.719475974812859,"",0.8187209451132695
11090,2019,S92000003,d,45-64 years,"",All,d,Heart Attack,558,"",37.1909749900691,"",37.165770085014046
11091,2019,S92000003,d,65-74 years,"",All,d,Heart Attack,903,"",156.147328376275,"",158.5699324797492
11092,2019,S92000003,d,75plus years,"",All,d,Heart Attack,2552,"",547.821700350975,"",586.7003703812458
11093,2019,S92000003,d,under75 years,"",All,d,Heart Attack,1482,"",29.6550944430715,"",29.60536405853138
11094,2019,S92000003,d,All,d,All,d,Heart Attack,4034,"",73.8381564256036,"",79.74391462757566
11095,2019,S12000005,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11096,2019,S12000005,"",45-64 years,"",All,d,Heart Attack,,c,,c,94.10492365184668
11097,2019,S12000005,"",65-74 years,"",All,d,Heart Attack,,c,,c,307.668514044481
11098,2019,S12000005,"",75plus years,"",All,d,Heart Attack,,c,,c,981.457023322602
11099,2019,S12000005,"",under75 years,"",All,d,Heart Attack,,c,,c,62.90439422242843
11100,2019,S12000005,"",All,d,All,d,Heart Attack,69,"",133.876600698487,"",145.57413084144406
11101,2019,S12000006,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11102,2019,S12000006,"",45-64 years,"",All,d,Heart Attack,,c,,c,38.92343225907652
11103,2019,S12000006,"",65-74 years,"",All,d,Heart Attack,,c,,c,123.83485268966116
11104,2019,S12000006,"",75plus years,"",All,d,Heart Attack,,c,,c,550.8548477673941
11105,2019,S12000006,"",under75 years,"",All,d,Heart Attack,,c,,c,25.62348250667
11106,2019,S12000006,"",All,d,All,d,Heart Attack,134,"",90.0174660755072,"",72.89430538013517
11107,2019,S12000008,"",0-44 years,"",All,d,Heart Attack,,c,,c,1.8465759206499948
11108,2019,S12000008,"",45-64 years,"",All,d,Heart Attack,,c,,c,64.51206159012789
11109,2019,S12000008,"",65-74 years,"",All,d,Heart Attack,,c,,c,178.79813662671995
11110,2019,S12000008,"",75plus years,"",All,d,Heart Attack,,c,,c,813.0898052999509
11111,2019,S12000008,"",under75 years,"",All,d,Heart Attack,,c,,c,40.51280402674778
11112,2019,S12000008,"",All,d,All,d,Heart Attack,130,"",106.548643553807,"",110.04473414133604
11113,2019,S12000010,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11114,2019,S12000010,"",45-64 years,"",All,d,Heart Attack,,c,,c,35.228288814839
11115,2019,S12000010,"",65-74 years,"",All,d,Heart Attack,,c,,c,93.6050796423736
11116,2019,S12000010,"",75plus years,"",All,d,Heart Attack,,c,,c,500.2316575159723
11117,2019,S12000010,"",under75 years,"",All,d,Heart Attack,,c,,c,21.059373514705015
11118,2019,S12000010,"",All,d,All,d,Heart Attack,67,"",62.5641983378467,"",64.18487907481908
11119,2019,S12000011,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11120,2019,S12000011,"",45-64 years,"",All,d,Heart Attack,,c,,c,18.66488504817397
11121,2019,S12000011,"",65-74 years,"",All,d,Heart Attack,,c,,c,106.22762425223284
11122,2019,S12000011,"",75plus years,"",All,d,Heart Attack,,c,,c,478.8656295679557
11123,2019,S12000011,"",under75 years,"",All,d,Heart Attack,,c,,c,17.69241218049511
11124,2019,S12000011,"",All,d,All,d,Heart Attack,55,"",57.5735371087616,"",59.19800174536657
11125,2019,S12000013,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11126,2019,S12000013,"",45-64 years,"",All,d,Heart Attack,,c,,c,47.607468003727696
11127,2019,S12000013,"",65-74 years,"",All,d,Heart Attack,,c,,c,219.17019961286425
11128,2019,S12000013,"",75plus years,"",All,d,Heart Attack,,c,,c,496.782384387699
11129,2019,S12000013,"",under75 years,"",All,d,Heart Attack,,c,,c,39.15258239597646
11130,2019,S12000013,"",All,d,All,d,Heart Attack,27,"",101.047904191617,"",80.33926457523148
11131,2019,S12000014,"",0-44 years,"",All,d,Heart Attack,,c,,c,1.2338628367564213
11132,2019,S12000014,"",45-64 years,"",All,d,Heart Attack,,c,,c,52.442675229127
11133,2019,S12000014,"",65-74 years,"",All,d,Heart Attack,,c,,c,187.17095693992425
11134,2019,S12000014,"",75plus years,"",All,d,Heart Attack,,c,,c,672.1070868234121
11135,2019,S12000014,"",under75 years,"",All,d,Heart Attack,,c,,c,37.60059928160348
11136,2019,S12000014,"",All,d,All,d,Heart Attack,143,"",88.8806016533035,"",94.70618316036628
11137,2019,S12000017,"",0-44 years,"",All,d,Heart Attack,,c,,c,0.9481394794443362
11138,2019,S12000017,"",45-64 years,"",All,d,Heart Attack,,c,,c,28.36618735801835
11139,2019,S12000017,"",65-74 years,"",All,d,Heart Attack,,c,,c,145.75838787955178
11140,2019,S12000017,"",75plus years,"",All,d,Heart Attack,,c,,c,467.93910372219415
11141,2019,S12000017,"",under75 years,"",All,d,Heart Attack,,c,,c,25.64139087486565
11142,2019,S12000017,"",All,d,All,d,Heart Attack,165,"",69.9656532247806,"",65.4481850311252
11143,2019,S12000018,"",0-44 years,"",All,d,Heart Attack,,c,,c,3.3289581312180183
11144,2019,S12000018,"",45-64 years,"",All,d,Heart Attack,,c,,c,50.09508193030517
11145,2019,S12000018,"",65-74 years,"",All,d,Heart Attack,,c,,c,308.96142473642277
11146,2019,S12000018,"",75plus years,"",All,d,Heart Attack,,c,,c,711.722223616688
11147,2019,S12000018,"",under75 years,"",All,d,Heart Attack,,c,,c,52.21294912056372
11148,2019,S12000018,"",All,d,All,d,Heart Attack,88,"",113.110539845758,"",111.56878382521494
11149,2019,S12000019,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11150,2019,S12000019,"",45-64 years,"",All,d,Heart Attack,,c,,c,24.49233097443272
11151,2019,S12000019,"",65-74 years,"",All,d,Heart Attack,,c,,c,144.27672304667314
11152,2019,S12000019,"",75plus years,"",All,d,Heart Attack,,c,,c,641.3134567776424
11153,2019,S12000019,"",under75 years,"",All,d,Heart Attack,,c,,c,23.77969629464324
11154,2019,S12000019,"",All,d,All,d,Heart Attack,63,"",68.1375730045425,"",79.35773473811317
11155,2019,S12000020,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11156,2019,S12000020,"",45-64 years,"",All,d,Heart Attack,,c,,c,21.911719651863443
11157,2019,S12000020,"",65-74 years,"",All,d,Heart Attack,,c,,c,214.37565538536623
11158,2019,S12000020,"",75plus years,"",All,d,Heart Attack,,c,,c,513.0281560821019
11159,2019,S12000020,"",under75 years,"",All,d,Heart Attack,,c,,c,31.116537937590405
11160,2019,S12000020,"",All,d,All,d,Heart Attack,76,"",79.3153830098101,"",74.48858357059643
11161,2019,S12000021,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11162,2019,S12000021,"",45-64 years,"",All,d,Heart Attack,,c,,c,63.234504516394665
11163,2019,S12000021,"",65-74 years,"",All,d,Heart Attack,,c,,c,232.5215126802431
11164,2019,S12000021,"",75plus years,"",All,d,Heart Attack,,c,,c,718.8514794561703
11165,2019,S12000021,"",under75 years,"",All,d,Heart Attack,,c,,c,45.24384893216495
11166,2019,S12000021,"",All,d,All,d,Heart Attack,154,"",114.294196229776,"",105.86853567932542
11167,2019,S12000023,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11168,2019,S12000023,"",45-64 years,"",All,d,Heart Attack,,c,,c,27.324037857446857
11169,2019,S12000023,"",65-74 years,"",All,d,Heart Attack,,c,,c,69.41552131056504
11170,2019,S12000023,"",75plus years,"",All,d,Heart Attack,,c,,c,630.5538065708722
11171,2019,S12000023,"",under75 years,"",All,d,Heart Attack,,c,,c,15.966483263552467
11172,2019,S12000023,"",All,d,All,d,Heart Attack,19,"",85.316569375842,"",71.27934236121123
11173,2019,S12000026,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11174,2019,S12000026,"",45-64 years,"",All,d,Heart Attack,,c,,c,27.821763814493575
11175,2019,S12000026,"",65-74 years,"",All,d,Heart Attack,,c,,c,68.16693249711548
11176,2019,S12000026,"",75plus years,"",All,d,Heart Attack,,c,,c,427.6043641198199
11177,2019,S12000026,"",under75 years,"",All,d,Heart Attack,,c,,c,15.96735749784387
11178,2019,S12000026,"",All,d,All,d,Heart Attack,71,"",61.466539693533,"",53.014688093821725
11179,2019,S12000027,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11180,2019,S12000027,"",45-64 years,"",All,d,Heart Attack,,c,,c,44.29619952449592
11181,2019,S12000027,"",65-74 years,"",All,d,Heart Attack,,c,,c,112.59748338992148
11182,2019,S12000027,"",75plus years,"",All,d,Heart Attack,,c,,c,403.39762414232007
11183,2019,S12000027,"",under75 years,"",All,d,Heart Attack,,c,,c,25.8914600328936
11184,2019,S12000027,"",All,d,All,d,Heart Attack,14,"",61.0820244328098,"",59.86701480274199
11185,2019,S12000028,"",0-44 years,"",All,d,Heart Attack,,c,,c,2.422078281570061
11186,2019,S12000028,"",45-64 years,"",All,d,Heart Attack,,c,,c,36.58294534411626
11187,2019,S12000028,"",65-74 years,"",All,d,Heart Attack,,c,,c,201.70431183447684
11188,2019,S12000028,"",75plus years,"",All,d,Heart Attack,,c,,c,665.1736568401201
11189,2019,S12000028,"",under75 years,"",All,d,Heart Attack,,c,,c,35.3641269569876
11190,2019,S12000028,"",All,d,All,d,Heart Attack,129,"",114.554657668058,"",92.04698464646953
11191,2019,S12000029,"",0-44 years,"",All,d,Heart Attack,,c,,c,0.7042792004217625
11192,2019,S12000029,"",45-64 years,"",All,d,Heart Attack,,c,,c,35.043868956806456
11193,2019,S12000029,"",65-74 years,"",All,d,Heart Attack,,c,,c,199.51219033587236
11194,2019,S12000029,"",75plus years,"",All,d,Heart Attack,,c,,c,651.3196695308545
11195,2019,S12000029,"",under75 years,"",All,d,Heart Attack,,c,,c,33.643643985767106
11196,2019,S12000029,"",All,d,All,d,Heart Attack,263,"",82.051602034131,"",89.23448628482497
11197,2019,S12000030,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11198,2019,S12000030,"",45-64 years,"",All,d,Heart Attack,,c,,c,46.46143799295278
11199,2019,S12000030,"",65-74 years,"",All,d,Heart Attack,,c,,c,133.12518950020936
11200,2019,S12000030,"",75plus years,"",All,d,Heart Attack,,c,,c,613.1544607306022
11201,2019,S12000030,"",under75 years,"",All,d,Heart Attack,,c,,c,28.89057798423568
11202,2019,S12000030,"",All,d,All,d,Heart Attack,76,"",80.670841736546,"",81.47432743140867
11203,2019,S12000033,"",0-44 years,"",All,d,Heart Attack,,c,,c,0.867552065517532
11204,2019,S12000033,"",45-64 years,"",All,d,Heart Attack,,c,,c,63.18398195732381
11205,2019,S12000033,"",65-74 years,"",All,d,Heart Attack,,c,,c,179.00333332319434
11206,2019,S12000033,"",75plus years,"",All,d,Heart Attack,,c,,c,581.2579295621906
11207,2019,S12000033,"",under75 years,"",All,d,Heart Attack,,c,,c,39.568772893412834
11208,2019,S12000033,"",All,d,All,d,Heart Attack,163,"",71.2817597411116,"",88.32079699360284
11209,2019,S12000034,"",0-44 years,"",All,d,Heart Attack,,c,,c,0.817474331305997
11210,2019,S12000034,"",45-64 years,"",All,d,Heart Attack,,c,,c,23.71056868306767
11211,2019,S12000034,"",65-74 years,"",All,d,Heart Attack,,c,,c,125.72401343182116
11212,2019,S12000034,"",75plus years,"",All,d,Heart Attack,,c,,c,682.7342069972185
11213,2019,S12000034,"",under75 years,"",All,d,Heart Attack,,c,,c,21.896437637647686
11214,2019,S12000034,"",All,d,All,d,Heart Attack,193,"",73.8869109145898,"",81.37183688000906
11215,2019,S12000035,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11216,2019,S12000035,"",45-64 years,"",All,d,Heart Attack,,c,,c,30.207436680010883
11217,2019,S12000035,"",65-74 years,"",All,d,Heart Attack,,c,,c,121.75930644797458
11218,2019,S12000035,"",75plus years,"",All,d,Heart Attack,,c,,c,663.3417951669252
11219,2019,S12000035,"",under75 years,"",All,d,Heart Attack,,c,,c,22.84582186509914
11220,2019,S12000035,"",All,d,All,d,Heart Attack,84,"",97.8222895073949,"",80.49045946226349
11221,2019,S12000036,"",0-44 years,"",All,d,Heart Attack,,c,,c,1.078544108364981
11222,2019,S12000036,"",45-64 years,"",All,d,Heart Attack,,c,,c,24.535572318069747
11223,2019,S12000036,"",65-74 years,"",All,d,Heart Attack,,c,,c,118.10072523174634
11224,2019,S12000036,"",75plus years,"",All,d,Heart Attack,,c,,c,482.58324300495815
11225,2019,S12000036,"",under75 years,"",All,d,Heart Attack,,c,,c,21.411996299053776
11226,2019,S12000036,"",All,d,All,d,Heart Attack,252,"",48.0064008534471,"",62.917408502585175
11227,2019,S12000038,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11228,2019,S12000038,"",45-64 years,"",All,d,Heart Attack,,c,,c,37.16732247654098
11229,2019,S12000038,"",65-74 years,"",All,d,Heart Attack,,c,,c,174.93486207720554
11230,2019,S12000038,"",75plus years,"",All,d,Heart Attack,,c,,c,485.2085361364929
11231,2019,S12000038,"",under75 years,"",All,d,Heart Attack,,c,,c,31.008242828999936
11232,2019,S12000038,"",All,d,All,d,Heart Attack,124,"",69.2350642099386,"",71.88626922667432
11233,2019,S12000039,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11234,2019,S12000039,"",45-64 years,"",All,d,Heart Attack,,c,,c,52.21786324372369
11235,2019,S12000039,"",65-74 years,"",All,d,Heart Attack,,c,,c,194.59329337063136
11236,2019,S12000039,"",75plus years,"",All,d,Heart Attack,,c,,c,473.49738809032175
11237,2019,S12000039,"",under75 years,"",All,d,Heart Attack,,c,,c,37.65937314670668
11238,2019,S12000039,"",All,d,All,d,Heart Attack,65,"",73.0911953221635,"",76.88479449163202
11239,2019,S12000040,"",0-44 years,"",All,d,Heart Attack,,c,,c,3.274097964228218
11240,2019,S12000040,"",45-64 years,"",All,d,Heart Attack,,c,,c,25.829601411313604
11241,2019,S12000040,"",65-74 years,"",All,d,Heart Attack,,c,,c,116.33375652810408
11242,2019,S12000040,"",75plus years,"",All,d,Heart Attack,,c,,c,387.0005975971293
11243,2019,S12000040,"",under75 years,"",All,d,Heart Attack,,c,,c,22.887804077068427
11244,2019,S12000040,"",All,d,All,d,Heart Attack,81,"",44.2381212452212,"",55.65795549387391
11245,2019,S12000041,"",0-44 years,"",All,d,Heart Attack,,c,,c,2.122987710933993
11246,2019,S12000041,"",45-64 years,"",All,d,Heart Attack,,c,,c,38.497101765549814
11247,2019,S12000041,"",65-74 years,"",All,d,Heart Attack,,c,,c,169.13447284597154
11248,2019,S12000041,"",75plus years,"",All,d,Heart Attack,,c,,c,522.4532159733308
11249,2019,S12000041,"",under75 years,"",All,d,Heart Attack,,c,,c,31.98600547318908
11250,2019,S12000041,"",All,d,All,d,Heart Attack,98,"",84.3373493975904,"",76.12805441820184
11251,2019,S12000042,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11252,2019,S12000042,"",45-64 years,"",All,d,Heart Attack,,c,,c,49.1771612554889
11253,2019,S12000042,"",65-74 years,"",All,d,Heart Attack,,c,,c,196.7714620936888
11254,2019,S12000042,"",75plus years,"",All,d,Heart Attack,,c,,c,784.8787835155429
11255,2019,S12000042,"",under75 years,"",All,d,Heart Attack,,c,,c,37.02522115663943
11256,2019,S12000042,"",All,d,All,d,Heart Attack,138,"",92.4189659791053,"",104.33204176894075
11257,2019,S12000045,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11258,2019,S12000045,"",45-64 years,"",All,d,Heart Attack,,c,,c,20.393494124103476
11259,2019,S12000045,"",65-74 years,"",All,d,Heart Attack,,c,,c,168.94095711021572
11260,2019,S12000045,"",75plus years,"",All,d,Heart Attack,,c,,c,427.4511731821625
11261,2019,S12000045,"",under75 years,"",All,d,Heart Attack,,c,,c,25.431952131274805
11262,2019,S12000045,"",All,d,All,d,Heart Attack,75,"",69.0353460972018,"",61.61368202585471
11263,2019,S12000047,"",0-44 years,"",All,d,Heart Attack,,c,,c,1.2121552766567705
11264,2019,S12000047,"",45-64 years,"",All,d,Heart Attack,,c,,c,35.06288061730085
11265,2019,S12000047,"",65-74 years,"",All,d,Heart Attack,,c,,c,135.12021824270795
11266,2019,S12000047,"",75plus years,"",All,d,Heart Attack,,c,,c,680.0238160789391
11267,2019,S12000047,"",under75 years,"",All,d,Heart Attack,,c,,c,26.5207144268832
11268,2019,S12000047,"",All,d,All,d,Heart Attack,310,"",82.9875518672199,"",85.33599357556824
11269,2019,S12000048,"",0-44 years,"",All,d,Heart Attack,,c,,c,1.589377508945925
11270,2019,S12000048,"",45-64 years,"",All,d,Heart Attack,,c,,c,30.29560725414763
11271,2019,S12000048,"",65-74 years,"",All,d,Heart Attack,,c,,c,105.33397975749416
11272,2019,S12000048,"",75plus years,"",All,d,Heart Attack,,c,,c,422.19305799550665
11273,2019,S12000048,"",under75 years,"",All,d,Heart Attack,,c,,c,21.9194150018866
11274,2019,S12000048,"",All,d,All,d,Heart Attack,102,"",67.1273445212241,"",57.9440428713124
11275,2019,S12000049,"",0-44 years,"",All,d,Heart Attack,,c,,c,0.5973232055649589
11276,2019,S12000049,"",45-64 years,"",All,d,Heart Attack,,c,,c,46.72065487670272
11277,2019,S12000049,"",65-74 years,"",All,d,Heart Attack,,c,,c,205.58383332888187
11278,2019,S12000049,"",75plus years,"",All,d,Heart Attack,,c,,c,582.6702433724595
11279,2019,S12000049,"",under75 years,"",All,d,Heart Attack,,c,,c,37.68113249765264
11280,2019,S12000049,"",All,d,All,d,Heart Attack,371,"",58.5986858731362,"",86.73015247638526
11281,2019,S12000050,"",0-44 years,"",All,d,Heart Attack,,c,,c,0.5479314803856186
11282,2019,S12000050,"",45-64 years,"",All,d,Heart Attack,,c,,c,25.61762307930292
11283,2019,S12000050,"",65-74 years,"",All,d,Heart Attack,,c,,c,140.6262485855448
11284,2019,S12000050,"",75plus years,"",All,d,Heart Attack,,c,,c,723.4789873751304
11285,2019,S12000050,"",under75 years,"",All,d,Heart Attack,,c,,c,24.011328809786495
11286,2019,S12000050,"",All,d,All,d,Heart Attack,235,"",68.8402613000557,"",86.96341808066745
11287,2020,S92000003,d,0-44 years,"",All,d,Heart Attack,42,"",1.44083815613883,"",1.602275271695652
11288,2020,S92000003,d,45-64 years,"",All,d,Heart Attack,635,"",42.4763370012375,"",41.951512658895496
11289,2020,S92000003,d,65-74 years,"",All,d,Heart Attack,915,"",156.073298161405,"",158.28008555348754
11290,2020,S92000003,d,75plus years,"",All,d,Heart Attack,2581,"",549.36283701952,"",584.7141914681972
11291,2020,S92000003,d,under75 years,"",All,d,Heart Attack,1592,"",31.8643252258774,"",31.430536796086976
11292,2020,S92000003,d,All,d,All,d,Heart Attack,4173,"",76.344676180022,"",81.2260657165769
11293,2020,S12000005,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11294,2020,S12000005,"",45-64 years,"",All,d,Heart Attack,,c,,c,77.84856191569976
11295,2020,S12000005,"",65-74 years,"",All,d,Heart Attack,,c,,c,213.8230830296816
11296,2020,S12000005,"",75plus years,"",All,d,Heart Attack,,c,,c,555.0017982866698
11297,2020,S12000005,"",under75 years,"",All,d,Heart Attack,,c,,c,47.34207980854617
11298,2020,S12000005,"",All,d,All,d,Heart Attack,48,"",93.5854942483915,"",93.03145447157728
11299,2020,S12000006,"",0-44 years,"",All,d,Heart Attack,,c,,c,3.67473511461893
11300,2020,S12000006,"",45-64 years,"",All,d,Heart Attack,,c,,c,33.472618153197686
11301,2020,S12000006,"",65-74 years,"",All,d,Heart Attack,,c,,c,136.52787496723147
11302,2020,S12000006,"",75plus years,"",All,d,Heart Attack,,c,,c,647.7157312548429
11303,2020,S12000006,"",under75 years,"",All,d,Heart Attack,,c,,c,27.68134905939661
11304,2020,S12000006,"",All,d,All,d,Heart Attack,156,"",105.19927169735,"",83.48444345698678
11305,2020,S12000008,"",0-44 years,"",All,d,Heart Attack,,c,,c,1.8907472233026497
11306,2020,S12000008,"",45-64 years,"",All,d,Heart Attack,,c,,c,65.02550155185548
11307,2020,S12000008,"",65-74 years,"",All,d,Heart Attack,,c,,c,258.3284180820797
11308,2020,S12000008,"",75plus years,"",All,d,Heart Attack,,c,,c,786.4096682893236
11309,2020,S12000008,"",under75 years,"",All,d,Heart Attack,,c,,c,49.8651047367511
11310,2020,S12000008,"",All,d,All,d,Heart Attack,142,"",116.776315789474,"",116.15411545648264
11311,2020,S12000010,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11312,2020,S12000010,"",45-64 years,"",All,d,Heart Attack,,c,,c,19.323323901021535
11313,2020,S12000010,"",65-74 years,"",All,d,Heart Attack,,c,,c,103.53529935011112
11314,2020,S12000010,"",75plus years,"",All,d,Heart Attack,,c,,c,639.9030604845184
11315,2020,S12000010,"",under75 years,"",All,d,Heart Attack,,c,,c,17.573502489596017
11316,2020,S12000010,"",All,d,All,d,Heart Attack,78,"",72.289156626506,"",73.58316270913903
11317,2020,S12000011,"",0-44 years,"",All,d,Heart Attack,,c,,c,2.314814814814815
11318,2020,S12000011,"",45-64 years,"",All,d,Heart Attack,,c,,c,37.63139694524211
11319,2020,S12000011,"",65-74 years,"",All,d,Heart Attack,,c,,c,91.16169067087708
11320,2020,S12000011,"",75plus years,"",All,d,Heart Attack,,c,,c,501.009964117462
11321,2020,S12000011,"",under75 years,"",All,d,Heart Attack,,c,,c,22.850876605418954
11322,2020,S12000011,"",All,d,All,d,Heart Attack,64,"",66.6250260254008,"",65.88519448150284
11323,2020,S12000013,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11324,2020,S12000013,"",45-64 years,"",All,d,Heart Attack,,c,,c,71.96089848662876
11325,2020,S12000013,"",65-74 years,"",All,d,Heart Attack,,c,,c,205.03357424778304
11326,2020,S12000013,"",75plus years,"",All,d,Heart Attack,,c,,c,310.8304639326762
11327,2020,S12000013,"",under75 years,"",All,d,Heart Attack,,c,,c,44.61336636810313
11328,2020,S12000013,"",All,d,All,d,Heart Attack,23,"",86.7924528301887,"",68.57290514891471
11329,2020,S12000014,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11330,2020,S12000014,"",45-64 years,"",All,d,Heart Attack,,c,,c,76.70740357646015
11331,2020,S12000014,"",65-74 years,"",All,d,Heart Attack,,c,,c,233.56979238716187
11332,2020,S12000014,"",75plus years,"",All,d,Heart Attack,,c,,c,733.2410217132739
11333,2020,S12000014,"",under75 years,"",All,d,Heart Attack,,c,,c,49.288230932323
11334,2020,S12000014,"",All,d,All,d,Heart Attack,168,"",104.633781763827,"",110.84398210260858
11335,2020,S12000017,"",0-44 years,"",All,d,Heart Attack,,c,,c,3.887324957231747
11336,2020,S12000017,"",45-64 years,"",All,d,Heart Attack,,c,,c,39.4561142111259
11337,2020,S12000017,"",65-74 years,"",All,d,Heart Attack,,c,,c,156.53819353408596
11338,2020,S12000017,"",75plus years,"",All,d,Heart Attack,,c,,c,520.1789804004272
11339,2020,S12000017,"",under75 years,"",All,d,Heart Attack,,c,,c,31.8588308394863
11340,2020,S12000017,"",All,d,All,d,Heart Attack,194,"",82.4024126067196,"",75.80764429997097
11341,2020,S12000018,"",0-44 years,"",All,d,Heart Attack,,c,,c,2.6856396780537786
11342,2020,S12000018,"",45-64 years,"",All,d,Heart Attack,,c,,c,37.103832419928345
11343,2020,S12000018,"",65-74 years,"",All,d,Heart Attack,,c,,c,207.93680932929712
11344,2020,S12000018,"",75plus years,"",All,d,Heart Attack,,c,,c,590.7188499884265
11345,2020,S12000018,"",under75 years,"",All,d,Heart Attack,,c,,c,36.39134724945742
11346,2020,S12000018,"",All,d,All,d,Heart Attack,67,"",86.9452374772904,"",86.28082249596466
11347,2020,S12000019,"",0-44 years,"",All,d,Heart Attack,,c,,c,2.327421682260392
11348,2020,S12000019,"",45-64 years,"",All,d,Heart Attack,,c,,c,23.725215671652727
11349,2020,S12000019,"",65-74 years,"",All,d,Heart Attack,,c,,c,152.3381563696956
11350,2020,S12000019,"",75plus years,"",All,d,Heart Attack,,c,,c,465.820189250017
11351,2020,S12000019,"",under75 years,"",All,d,Heart Attack,,c,,c,25.86757832991937
11352,2020,S12000019,"",All,d,All,d,Heart Attack,52,"",55.8239398819109,"",65.46331331272816
11353,2020,S12000020,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11354,2020,S12000020,"",45-64 years,"",All,d,Heart Attack,,c,,c,32.499812688866015
11355,2020,S12000020,"",65-74 years,"",All,d,Heart Attack,,c,,c,124.90222033385174
11356,2020,S12000020,"",75plus years,"",All,d,Heart Attack,,c,,c,491.3511976764236
11357,2020,S12000020,"",under75 years,"",All,d,Heart Attack,,c,,c,23.876025821542783
11358,2020,S12000020,"",All,d,All,d,Heart Attack,69,"",72.0927802737436,"",65.94879128848206
11359,2020,S12000021,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11360,2020,S12000021,"",45-64 years,"",All,d,Heart Attack,,c,,c,61.03928023750984
11361,2020,S12000021,"",65-74 years,"",All,d,Heart Attack,,c,,c,213.1141063774523
11362,2020,S12000021,"",75plus years,"",All,d,Heart Attack,,c,,c,602.7466048224592
11363,2020,S12000021,"",under75 years,"",All,d,Heart Attack,,c,,c,42.365264211618246
11364,2020,S12000021,"",All,d,All,d,Heart Attack,136,"",101.303538175047,"",92.79958486659392
11365,2020,S12000023,"",0-44 years,"",All,d,Heart Attack,0,"",0,"",0
11366,2020,S12000023,"",45-64 years,"",All,d,Heart Attack,,c,,c,40.02485311237246
11367,2020,S12000023,"",65-74 years,"",All,d,Heart Attack,,c,,c,34.32565686825189
11368,2020,S12000023,"",75plus years,"",All,d,Heart Attack,,c,,c,565.2408626099883
11369,2020,S12000023,"",under75 years,"",All,d,Heart Attack,,c,,c,15.616241808730935
11370,2020,S12000023,"",All,d,All,d,Heart Attack,17,"",75.8928571428571,"",65.0824576808441
11371,2020,S12000026,"",0-44 years,"",All,d,Heart Attack,,c,,c,2.2846251256543817
11372,2020,S12000026,"",45-64 years,"",All,d,Heart Attack,,c,,c,26.72766993515574
11373,2020,S12000026,"",65-74 years,"",All,d,Heart Attack,,c,,c,104.1442720972722
11374,2020,S12000026,"",75plus years,"",All,d,Heart Attack,,c,,c,517.9272800942231
11375,2020,S12000026,"",under75 years,"",All,d,Heart Attack,,c,,c,21.15569084712441
11376,2020,S12000026,"",All,d,All,d,Heart Attack,86,"",74.6268656716418,"",65.8651338793633
